bivvy;"Noun. An improvised outdoor shelter or small tent. E.g.""In the woods behind my mums, there's at least 12 bivvies put up by the homeless."""
biz ;"Adj. Rubbish, worthless, balderdash, nonsense. E.g.""Don't go and see that new amateur play at the theatre, it was biz."""
;"Noun. 1. Abb. of business. E.g.""How's the the plumbing biz going now we're in lockdown."" See '(the) business'"
;"2. The best, most excellent, greatest. E.g.""I can't imagine why so many people think the president is the biz."""
bizzies ;Noun. The police. Possibly derived from the expression busy body. Also busies.
BJ;Noun. Oral sex. An abb. of 'blow job'.
blabbermouth ;Noun. A person who reveals too much in conversation, a gossip.
(it's) black over Bill's mothers;Phrs. Of the sky, dark and looking as though it might rain. Also as black over Will's mothers.
black as Newgate's knocker;Phrs. Very black.
bladdered ;Adj. Drunk.
blag ;"Verb. To lie, or use clever talk with profit as an objective, to wheedle or persuade for gain. E.g.""I blagged a lift to work with my sister but had to get the bus home."""
;Noun. 1. A con, a 'scam'.
;2. A violent robbery or raid.
blag artist;Noun. A person with a reputation for using clever talk for self gain.
blagger;Noun. 1. A robber, especially of banks, and often with the use of a weapon or violence.
;2. See 'blag artist'.
blank ;"Verb. To rudely ignore. E.g.""Despite being introduced 5 minutes earlier, he just blanked me and continued talking.."""
blanket stacker;Noun. A storeman in the armed services. [Military use]
blaps ;Noun. Diarrhoea, the illness.
blart;Verb. To cry. [Midlands use]
blast (!) ;"Noun. 1. An inhalation of a cigarette or 'joint'. E.g.""Give us a blast on your cigarette, I've just run out."""
;"2. An enjoyable experience. [U.S.] E.g.""Wasn't the party last night a blast?"""
;"3. A fast run in a vehicle. E.g.""We're going for a blast up to the coast to get some fresh air."""
;Exclam. An exclamation of annoyance.
blates;Adj./Adv. Blatantly, blatant.
blathered;"Adj. Drunk. E.g.""Phil was blathered and we had to carry him home."" [Mainly Yorkshire use]"
blatts ;"Noun. Diarrhoea, the illness. E.g.""I daren't leave the house, I've got the blatts."""
blaze;Verb. To set alight. Usually with respect to the lighting of cigarettes and marijuana cigarettes, 'joints'.
blazed;Adj. Very intoxicated, or high, on marijuana or cannabis.
blazin';Adj. Smoking marijuana or cannabis. From blazing.
bleeder ;Noun. A person, more often than not one who is objectionable.
bleeding ;"Adv. Used as an intensive. E.g.""That bleeding idiot from next door is drunk again."""
bleed like a stuck pig ;Vrb phrs. To bleed profusely.
bleeping ;Adj. A euphemism for an obscene word, such as fucking, shitting. From the use of audible bleeps on TV and radio shows when a word needs to be censored.
bletch;Noun. Mechanical lubricating oil. [Mainly Crewe use]
blether;Verb. To talk excessive nonsense. Also 'blather'. [Northern /Scottish use. Dialect]
blighter ;"Noun. An insignificant or objectionable person. E.g.""This blighter approaches me and asks for a cigarette; sure I say, and then he has the gall to put it in his pocket and says he'll smoke that later and then asks for another to have now."" {Informal}"
Blighty ;Noun. Affectionate name for England as one's home, often used jocularly. Orig. used by colonial Indian Army, from the Hindustani bilyati, meaning foreign. [Early 1900s]
blim;Noun. A red hot fragment of cannabis that occasionally fall from lit cannabis cigarettes. Cf. 'blimp'.
blim burn;Noun. A scorch mark or hole in fabrics and clothing, created by a burning crumb of cannabis. See 'blim'
blimey! ;Exclam. An exclamation of surprise. An abbreviated form of blind me. Cf. 'cor blimey'.
blimey o'reilly! ;Exclam. An exclamation of surprise.
blimp;"Noun. A red hot fragment of cannabis that will occasionally fall from alight 'joints', causing small burns to skin, clothing and furnishings. E.g.""You could tell he was a heavy smoker, cos he had little holes all over his t-shirt from blimps."""
blind cobbler's thumb ;Noun. Unnattractive, when in phrases such as having a face like a blind cobbler's thumb.
blinder ;"Noun. An excellent achievement. E.g.""Tim's played another blinder."" {Informal}"
blinding ;"Adj. Excellent, wonderful. E.g.""We had a blinding time last night."""
blindo;Adj. Extremely drunk. From blind drunk.
bling;Noun. Abb. form of 'bling bling'.
bling bling;Noun. 1. Jewellery. There's been much speculation as to its origins, including amongst those suggestions put forward are the following:
; · From either the sound of jewellery knocking against jewellery.
; · The sound of cash registers when a sale is made.
; · The written sound in cartoons when light catches and reflects off jewellery.
;What does appear to be acknowledged is that the expression was popularized by U.S. rapper B.G. (aka Baby Gangsta) in 1999. [Orig. Black U.S.]
;2. Obvious and appealing wealth, by extension of meaning 1.
bling up;"Verb. To make showy and visually ostentatious. E.g.""I blinged up my car so that I'd get some female attention."""
blinking ;"Adj./Adv. Used as an mild intensifier. E.g.""Your blinkin' washing machine has broken down again."" or ""It's blinkin' heavy, this washing machine""."
blinking heck! ;Exclam. An old fashioned inoffensive exclamation of surprise, often expressed without the 'g' and 'h', so blinkin' 'eck. Also 'heck' can be replaced with 'hell', so blinking hell.
blithering ;"Adj. 1. An intensifier such as 'bloody'. E.g.""How can I have toast when that blithering idiot has just eaten all the bread!"""
;2. Senseless and excessive talking. {Informal}.
blither on ;"Verb. To talk incessently and boringly. E.g.""Please stop blithering on, your voice is driving my crazy."" {Informal}"
blitzed;Adj. Very intoxicated, drunk.
bloater;Noun. A fat and unnattractive person. Derog.
blob;"Verb. To bleed through menstruation. E.g.""She was blobbing and still wanted sex, but I'm not keen on blood."" Cf. 'on the blob'."
blob strop;Noun. Of females, a fit of anger brought on through premenstrual tension.
blog on;Noun. A bad mood.
bloke ;Noun. A man.
blonde moment;Noun. A moment of stupidity. Based on the misguided belief that blondes are considerably less intelligent than those with other hair colours. Derog.
blood;Noun. A friendly term of address. Orig. Black use for addressing a fellow Black.
blood and sand! ;Exclam. An exclamation of surprise or anger. A mild and antiquated curse.
bloodsports;Noun. Sexual acts with a woman during the period of her menstruation.
bloody ;"Adj. Expressing annoyance as an intensifier. E.g.""That bloody idiot needs a good thumping."""
;"Adv. As an intensifier. E.g.""I'll bloody thump that idiot."""
bloody hell! ;Exclam. An exclamation of surprise or frustration.
bloody-Nora! ;Exclam. An exclamation of surprise or anger. Cf. 'flaming Nora!' and 'ruddy-Nora!'
bloomer ;Noun. A mistake. {Informal}
blooming ;"Adj./Adv. An intensifier. E.g.""It's blooming cold outside!"""
blooter;Verb. To kick a ball forcefully, often implying without good control. [Scottish use]
blootered ;Adj. Drunk. [Scottish use]
blotto ;Adj. Very drunk. [Early 1900s]
blow ;Noun. Cannabis or marijuana. It's interesting to note that in the U.S. it refers to cocaine. [1960s]
blow a fuse /gasket;"Vrb phrs. To be very angry. E.g.""If you don't calm down you'll blow a gasket and embarrass yourself."""
blow away ;Verb. 1. To kill.
;2. To amaze. Cf. 'blow one's mind.'
blowback ;Noun. A method of sharing a 'joint' between two people, with one person blowing and the other inhaling.
blow chunks ;"Verb. To vomit. E.g."""" Suzanne's been blowing chunks all night so I don't expect her to want any breakfast."" [Orig. U.S.]"
blower ;Noun. The telephone. From the 'speaking tube', down which one blew to attract a person's attention prior to having a conversation through it. {Informal}
blow it! ;Exclam. A dismissive exclamation of frustration and anger.
blow job ;Noun. Fellatio or cunnilingus. [Orig. U.S.]
blow its tits off;"Vrb phrs. To be very windy or blustery. E.g.""It's still blowing its tits off this morning so we wont be able to go sailing into the bay."" [Mainly/Orig. sailing use]"
blow-off ;"Verb. To break wind, but not belching. E.g.""As boys seem to spend all night blowing off, I recommend you avoid cleaning their dorm until later in the morning."""
blow one's mind ;"Vrb phrs. To be utterly confused, amazed or astounded, originally when on hallucinogens. E.g.""That trip was too much, it just blew my mind."" [1960s]"
blow one's top ;"Vrb phrs. To explode with fury. E.g.""My mum blew her top when she saw how dirty I'd got my best suit."""
blow one's wad;"Vrb phrs. To ejaculate semen. E.g.""It was disgusting, he blew his wad all over my breasts."""
blow-out ;Noun. An excessive spree of drinking, eating, spending or sex. Also as blowout. {Informal}
;"Verb. To cancel an arranged meeting with someone, or an planned event, unreasonably or without due notification. E.g.""I'm going to blow out my brother's birthday party and go to that new club night instead."""
;
blow the gaff;Vrb phrs. To reveal a plot or secret. {Informal}
blow the whistle on;Vrb phrs. To inform on.
blub ;"Verb. To sob, to weep, to cry. Possibly onomatopoeic, and abbreviation of blubber. E.g.""He spent the whole night blubbing about his team losing in the final."" [Mid 1800s]"
blud;Noun. A form of address. Alternative spelling of 'blood'. See 'blood'.
blue arsed fly ;Noun. See 'like a blue arsed fly'.
blue rinser;Noun. An elderly lady, a lady pensioner. From the habit of some of this particular age group having their hair died with a hint of blue.
blues and twos;Noun. The siren and flashing blue lights of an emergency vehicle, such as the police, when responding to an incident.
bluey;Noun. A £5 note (sterling). Because of its colour.
blunt;Noun. A marijuana/cannabis cigarette. More specifically, especially in the U.S., a blunt is marijuana rolled in the outer leaves of a cigar.
blunted ;Adj. Intoxicated by marijuana. From the term 'blunt'.
blurt;Noun. The vagina.
boaby;Noun. Penis. [Glasgow use]
boak;Verb. To vomit. [Mainly N. England/Scottish use]
boat ;Noun. Face. From the rhyming slang boat race.
bob ;"Verb. To visit briefly. E.g.""I'm just gonna bob down to the corner shop for some fags, do you want anything?"""
;Noun. 1. A shilling in pre-decimal currency which now amounts to 5 pence.
;2. A sex toy, a vibrator. An abbreviation of battery operated boyfriend.
Bob (and hit)* ;Noun. Excrement.
;Verb. An act of defecation.
;* Rhyming slang on shit.
bobbins ;"Noun. Rubbish, nonsense, useless. Suggested to be Lancashian or Manchester rhyming slang for rotten from bobbins of cotton, however it's probably likely to be from the fact that old bobbins used in the weaving industry were seen as useless and thrown away. E.g.""That restaurant was bobbins, next time we'll get a takeout and eat at home."" [Mainly Manchester use]"
bobbinsed;Adj. Drunk, intoxicated. [Manchester use]
Bobby ;Noun. 1. A policeman/woman. The name derives from the pet form of the Christian name of Sir Robert Peel, who established the present British police organisation. {Informal}
;2. Penis. [Scottish use]
bobby-dazzler ;Noun. A amazing thing or person. {Informal}
bobfoc;"Acronym. A facially unattractive person who possesses a sexually desirable body. From body off Baywatch, face off Crimewatch; both TV programmes."
Bob (Hope);Noun. Marijuana or cannabis. Rhyming slang for 'dope' (noun 2). Bob Hope, British-American comedian, actor, singer and dancer.
bo-boes ;Noun. Sleep. Generally a children's expression.
bob on;"Adj. Spot on, correct. E.g.""There's no doubt, she's bob on with her facts."" [North-west/Manchester use]"
Bob's your uncle;"Phrs. There you have it; a catch phrase expressing satisfactory completion. E.g.""Make sure you have primed and undercoated the wood. Then apply the gloss paint and Bob's your uncle! The wood will stay protected and look good for another couple of years."""
bobtail;Verb. To drive an articulated lorry (HGV) without a trailer and cargo. [HGV drivers vernacular]
bod ;Noun. A person. From body.{Informal}
bodge ;Verb. 1. To do a poor job or repair.
;"2. To cobble (something together). E.g.""I bodged together that furniture out of driftwood and old egg boxes."""
;* Compare with 'botch'.
bodge job ;Noun. A job done poorly, something cobbled together, a makeshift repair.
;* Compare with 'botch job'.
bof;Noun. A contemptible, old person. Acronym of boring old fart.
